product,sample,N,mean,diff_from_zero,se,t_stat,df,p_value,ci_low,ci_high
584,Day 1,68,.0367647058823529,.0367647058823529,.0675403307395178,.5443370720842784,67,.5880166307827697,-.0980463585073562,.171575770272062
793,Day 1,68,-.5441176470588235,-.5441176470588235,.0884180139118383,-6.153922973223124,67,4.78104658480e-08,-.7206007414731777,-.3676345526444693
356,Day 2,72,-.1388888888888889,-.1388888888888889,.097389750586948,-1.426114021771635,71,.158217696449202,-.3330785361678733,.0553007583900955
831,Day 2,72,-.0069444444444444,-.0069444444444444,.0686921299729639,-.1010951974728053,71,.9197598380176969,-.1439126614272254,.1300237725383366
