product,dependent_var,sample_day,term,coefficient,N,beta,se,t_stat,p_value,ci_low,ci_high,r2
584,taste_eff_584,Day 1,Taste-first path,1.taste_first,68,-.1074434843403407,.1764908353656055,-.6087765640508678,.5449706155357672,-.4604777179276389,.2455907492469575,.1704774657366991
584,taste_eff_584,Day 1,High sweetness importance,1.sweet_high,68,-.4511301602826886,.1778697080386366,-2.536295613554922,.0138238569625882,-.8069225498746859,-.0953377706906913,.1704774657366991
584,taste_eff_584,Day 1,High low-to-moderate sugar importance,1.sugar_lowmod_high,68,.1690424058557155,.2016484228533454,.838302643104015,.4051880152123585,-.234314495190442,.572399306901873,.1704774657366991
584,taste_eff_584,Day 1,Selected Lemon Lime flavor,1.flavor_pref1_5,68,.0438406324231721,.1816580388542535,.2413360438089172,.810117536679381,-.3195295470483732,.4072108118947174,.1704774657366991
584,taste_eff_584,Day 1,High functional ingredient importance,1.ingred_high,68,-.3130386318281144,.1905835189903068,-1.642527294524537,.1057120971058792,-.6942624297762386,.0681851661200098,.1704774657366991
584,taste_eff_584,Day 1,High health-claim importance,1.health_high,68,-.1241967863185762,.1953648457645277,-.6357171671932728,.5273781855289807,-.514984661799513,.2665910891623605,.1704774657366991
584,taste_eff_584,Day 1,High magnesium knowledge,1.magn_know_high,68,.477632420032025,.2125917583364799,2.246711837605913,.0283502165988182,.0523855888533822,.9028792512106678,.1704774657366991
584,taste_eff_584,Day 1,Constant,_cons,68,-.1981898603491402,.2542288503718774,-.7795726569161396,.4387067306983766,-.706723276041196,.3103435553429156,.1704774657366991
793,taste_eff_793,Day 1,Taste-first path,1.taste_first,68,-.6497023230522695,.1387492351363026,-4.682565078027448,.0000166588211306,-.9272421159015601,-.3721625302029788,.3163034048412072
793,taste_eff_793,Day 1,High sweetness importance,1.sweet_high,68,.1950399943342584,.1448487326891079,1.346508117215476,.1832034715686308,-.09470061018529,.4847805988538068,.3163034048412072
793,taste_eff_793,Day 1,High low-to-moderate sugar importance,1.sugar_lowmod_high,68,-.1264117894896801,.1481458440799815,-.853292849858363,.3968906395153018,-.4227475987433313,.1699240197639712,.3163034048412072
793,taste_eff_793,Day 1,Selected Lemon Lime flavor,1.flavor_pref1_5,68,.1353846121960915,.160964093110313,.8410857948505869,.4036394996076476,-.1865915126749683,.4573607370671513,.3163034048412072
793,taste_eff_793,Day 1,High functional ingredient importance,1.ingred_high,68,.1886757588774223,.1681185519880077,1.122278039195109,.2662153349577236,-.1476114145043808,.5249629322592254,.3163034048412072
793,taste_eff_793,Day 1,High health-claim importance,1.health_high,68,.1931745385900834,.163007934031323,1.185062185702959,.2406654981708435,-.1328898768238163,.5192389540039831,.3163034048412072
793,taste_eff_793,Day 1,High magnesium knowledge,1.magn_know_high,68,-.1919877014259875,.1633388700239893,-1.175395063023214,.2444799277200808,-.5187140873852437,.1347386845332687,.3163034048412072
793,taste_eff_793,Day 1,Constant,_cons,68,.273705668234618,.2477995098807589,1.104544832902717,.2737667375462191,-.2219671516760653,.7693784881453014,.3163034048412072
356,taste_eff_356,Day 2,Taste-first path,1.taste_first,72,-.0378925189537378,.2511342896771924,-.1508854844252642,.8805406224240575,-.5395909366578743,.4638058987503987,.0865816059876063
356,taste_eff_356,Day 2,High sweetness importance,1.sweet_high,72,-.1610511329237759,.2412322593591358,-.6676185571184746,.506777434276642,-.6429679710235778,.3208657051760261,.0865816059876063
356,taste_eff_356,Day 2,High low-to-moderate sugar importance,1.sugar_lowmod_high,72,.1579231093065629,.2884294888152544,.5475276122259337,.5859207499110861,-.4182810336793636,.7341272522924893,.0865816059876063
356,taste_eff_356,Day 2,Selected Blueberry flavor,1.flavor_pref1_1,72,.0566066943314757,.252487377026309,.2241961360530801,.8233188824155026,-.4477948260948732,.5610082147578246,.0865816059876063
356,taste_eff_356,Day 2,High functional ingredient importance,1.ingred_high,72,.5188647995592643,.2983633817339418,1.739036461324028,.086836507077952,-.0771845758931404,1.114914175011669,.0865816059876063
356,taste_eff_356,Day 2,High health-claim importance,1.health_high,72,-.0318075506041385,.256194181262961,-.1241540711320482,.9015824059595552,-.5436142637767974,.4799991625685204,.0865816059876063
356,taste_eff_356,Day 2,High magnesium knowledge,1.magn_know_high,72,-.2446987104460538,.2699974138758188,-.9063002009293289,.3681765566084771,-.7840805507348638,.2946831298427563,.0865816059876063
356,taste_eff_356,Day 2,Constant,_cons,72,-.2605312159633659,.270645907594257,-.9626275833216933,.339357559789771,-.8012085713841387,.2801461394574069,.0865816059876063
831,taste_eff_831,Day 2,Taste-first path,1.taste_first,72,-.201399726888679,.2003482181121687,-1.005248405932523,.3185628999424465,-.6016413034010671,.1988418496237092,.1517077769402206
831,taste_eff_831,Day 2,High sweetness importance,1.sweet_high,72,.2504599978896053,.1853476261073432,1.351298655125761,.1813573048132796,-.1198144511424221,.6207344469216327,.1517077769402206
831,taste_eff_831,Day 2,High low-to-moderate sugar importance,1.sugar_lowmod_high,72,-.3010286357517908,.2339472730526873,-1.286737100303777,.202820797159514,-.7683920406759023,.1663347691723207,.1517077769402206
831,taste_eff_831,Day 2,Selected Pineapple flavor,1.flavor_pref1_7,72,-.1449011150853151,.1967990890790421,-.7362895619253463,.4642447858506703,-.5380524912812263,.2482502611105961,.1517077769402206
831,taste_eff_831,Day 2,High functional ingredient importance,1.ingred_high,72,.3783803553100072,.2779479265549825,1.361335412715006,.178181489521194,-.176884459924997,.9336451705450113,.1517077769402206
831,taste_eff_831,Day 2,High health-claim importance,1.health_high,72,.0597428272975395,.2082897502558353,.2868255745861685,.7751724301874576,-.3563637834789685,.4758494380740475,.1517077769402206
831,taste_eff_831,Day 2,High magnesium knowledge,1.magn_know_high,72,-.5273277807683223,.2405192376774129,-2.192455729780668,.0319895617126113,-1.007820194310375,-.0468353672262697,.1517077769402206
831,taste_eff_831,Day 2,Constant,_cons,72,.0365681558158443,.291800457223189,.1253190490646643,.900663797737145,-.5463702707223812,.6195065823540697,.1517077769402206
