product,sample,N,mean,diff_from_zero,se,t_stat,df,p_value,ci_low,ci_high
584,Day 1,68,-.3345588235294117,-.3345588235294117,.0930547890154777,-3.595288615116464,67,.0006140542682353,-.5202969597863667,-.1488206872724567
793,Day 1,68,.1875,.1875,.0818825833904046,2.289864245074272,67,.0251850709304156,.0240616795035794,.3509383204964206
356,Day 2,72,-.1875,-.1875,.1147765656205545,-1.633608733509813,71,.1067680632909039,-.4163579718032027,.0413579718032027
831,Day 2,72,-.3020833333333333,-.3020833333333333,.0932924410544765,-3.238025824160148,71,.0018312088082529,-.4881031774440355,-.1160634892226311
