product,sample,outcome,group_variable,group_1,group_2,N_1,N_2,mean_1,mean_2,diff_1_minus_2,sd_1,sd_2,se_diff,t_stat,df,p_value,ci_low,ci_high
584,Day 1,info_eff_584,active_3plus,Fewer than 3 days,3 or more days,25,43,.09,.0058139534883721,.0841860465116279,.6530377732821688,.4984749721860693,.1511187451802918,.5570853993737838,40.36715869923649,.5805450113881729,-.2211498194204601,.3895219124437159
793,Day 1,info_eff_793,active_3plus,Fewer than 3 days,3 or more days,25,43,-.5600000000000001,-.5348837209302325,-.0251162790697675,.7613037063704164,.7187567708766737,.1876100997067127,-.1338748772535772,47.96020362914746,.8940617182811943,-.4023397528032821,.3521071946637471
356,Day 2,info_eff_356,active_3plus,Fewer than 3 days,3 or more days,30,42,-.2583333333333334,-.0535714285714286,-.2047619047619048,.9858554252730113,.6908277870489035,.209188814159385,-.9788377336748647,48.67507874063956,.3325003061738293,-.6252135577116077,.2156897481877981
831,Day 2,info_eff_831,active_3plus,Fewer than 3 days,3 or more days,30,42,-.125,.0773809523809524,-.2023809523809524,.6457753959922641,.5252412199556831,.1430712897588609,-1.414546221831471,54.30525154361294,.1629099019893798,-.4891846963105068,.0844227915486019
